唯一識別碼,資料類型,語系,資料名稱,文字描述,聯絡電話,分機,縣市名稱,行政區(鄉鎮區)名稱,街道名稱,資料提供單位機關代碼,資料提供單位,資料更新日期時間
Attraction_382000000A_110409,Attraction,Zh_tw,淡水禮拜堂,馬偕博士抵達淡水後，積極展開傳教工作，淡水因此成為北臺灣基督長老教會的根據地。仿哥德式的建築樣式，有高聳的鐘塔搭配彩色鑲嵌玻璃，屋頂上柱頭有尖帽飾，精湛的磚工，讓教堂外牆看起來層次有序，且磚質優良，從1933年落成至今，仍未見風化或剝落，是淡水有名的觀光景點，現為市定古蹟。,(02)26214043,,新北市,淡水區,馬偕街8號,382000000A,新北市政府觀光旅遊局,2023/8/21 上午 09:15:35
Attraction_382000000A_110411,Attraction,Zh_tw,滬尾馬偕醫館,滬尾偕醫館不僅是新北市市定古蹟之一，也是臺灣北部第一家西式醫院。由於馬偕博士曾於此進行宣教及醫療，此處也展出當時醫院的器具用品，以及博士生平簡介、衣物、日用品、教會相關用品等，其中包括由國外引進，曾擺放於博士家超過百年歷史的風琴、馬偕家人穿過的唐裝，可以來一趟了解馬偕博士生平、與當時的醫療環境。西元1879年由同姓的馬偕婦人為紀念已逝的先生－馬偕船長，並且也感念馬偕博士的無私服務精神，因此捐助經費，興建滬尾偕醫館。其建築風格是採中式的斜坡屋頂，閩南式屋宅搭配西式的窗框設計，內部設有壁爐，亦屬當時西方人習慣使用的家庭必要設備之一。很難想像，這樣樸實的建築內，曾是發現世界首例「肺蛭蟲」的醫療院所。今日滬尾偕醫館經整修後，內部除展示馬偕博士生平事蹟外，更設有馬偕咖啡館，讓古蹟空間再活化利用。滬尾偕...,(02)26292515,,新北市,淡水區,馬偕街6號,382000000A,新北市政府觀光旅遊局,2023/6/29 上午 08:23:41
Attraction_382000000A_110415,Attraction,Zh_tw,淡水文化園區-殼牌倉庫,淡水捷運站一帶舊稱「鼻仔頭」，淡水開港後，洋樓、洋行林立，除五大洋行─寶順、德記、水陸、和記、怡記洋行外，嘉士洋行也並列其中，位於今鼻頭街22號的殼牌(Shell)公司之儲油倉庫及油槽，前身便是「英商嘉士洋行倉庫」，現為「淡水文化基金會」與「淡水社區大學」用地。同治元年 (1862) 淡水海關正式開市，淡水港迅速成為北臺灣第一大港、佔全臺貿易量六成以上，茶、煤、樟腦為出口大宗。最著名便是英商寶順洋行住宅及殼牌公司之儲油槽倉庫。百年後，大多數的洋行、倉庫都已不復蹤跡，但殼牌倉庫因產權的糾葛被留下來，且在淡水河岸景觀保衛的行動下，進而被提報成歷史古蹟，而成為淡水開港通商的黃金時代之重要證物。現為市定古蹟。新北市市定古蹟原英商嘉士洋行倉庫(淡水殼牌倉庫)擁有四座大倉庫、三座小建築物、油槽遺址，約近...,(02)26221928,,新北市,淡水區,鼻頭街22號,382000000A,新北市政府觀光旅遊局,2022/6/14 上午 07:48:32
Attraction_382000000A_110416,Attraction,Zh_tw,淡水海關碼頭園區,漫步在歷史的港口，品嘗混雜了英式及中式古風的一抹斜陽,(02)26231001,,新北市,淡水區,中正路259號,382000000A,新北市政府觀光旅遊局,2025/3/26 上午 02:45:16
Attraction_382000000A_110417,Attraction,Zh_tw,淡水氣候觀測所,淡水氣候觀測所籌建於1937年，正式啟用於1941年，是日治時期北部重要觀測所之一，當時稱為「淡水出張所」，一直忠實記錄著淡水地區歷年來的氣候變化。淡水氣候觀測所位於鼻仔頭水上機場上方，本來是在日治時代配屬於淡水水上飛行場的航空氣象觀測所，除了用以觀察氣象外，也兼辦觀測沿岸潮汐變化。,(02)26221020,,新北市,淡水區,中正東路42巷6號,382000000A,新北市政府觀光旅遊局,2020/12/22 上午 09:19:54
Attraction_382000000A_110421,Attraction,Zh_tw,滬尾水道,日據時代，日人為解決臺灣自來水問題，於西元1896年聘英籍技師巴爾頓為臺灣總督府衛生工程顧問技師，負責自來水廠設計與施工，現在的「雙峻頭淡水自來水廠」即是臺灣首座自來水廠。造型古典的石砌拱門，上方刻有「滬尾水源」字樣，歷經一世紀的水道，清澈依舊，至今仍源源不絶地供應淡水地區用水。現在的「滬尾水道」是屬於低海拔的天然地下水源，位處於淡水區水源街的山麓，享有臺灣第一自來水道的美稱。,(02)26221020,,新北市,淡水區,水源街二段346巷5號,382000000A,新北市政府觀光旅遊局,2021/6/9 上午 07:20:15
Attraction_382000000A_110422,Attraction,Zh_tw,多田榮吉故居,充滿日式建築風格，可俯瞰淡水河岸及觀音山的美景,(02)26282865,,新北市,淡水區,馬偕街19號,382000000A,新北市政府觀光旅遊局,2025/3/26 上午 02:43:40
Attraction_382000000A_110427,Attraction,Zh_tw,公司田溪程氏古厝,典型的三合院建築，見證淡海的發展,(02)28056610,,新北市,淡水區,新民街一段138巷7號,382000000A,新北市政府觀光旅遊局,2025/3/26 上午 03:27:47
Attraction_382000000A_110429,Attraction,Zh_tw,淡水八角塔,八角塔於1925年完工，是淡江中學的精神堡壘，事後馬偕時代的代表建築。 此建築原名「信望愛塔」，是當年數學老師也是宣教士的羅虔益先生〈Mr.K.Doawie〉所設計，建築形式參考自英美名校，不僅結合中西，也採台灣地方性建築。格局按三合院形式。高60尺的主塔兩旁為二樓，再沿兩翼教室依次降低，前端教室以翼塔收尾，前有陽台、兩翼有迴廊，三塔環繞清翠之前庭，中開椰林道入正門。正門以觀音石為門楣並雕出雀替和宮燈，以突顯中國色彩。 八角塔門楣上方有吳廷芳篆隸「信望愛」為立校時之校訓，門額原有「淡水中學」之隸書，日人治校期間重雕「私立淡水中學校」校名，並在門前通道植兩排亞力山大椰子樹以及在東廂加蓋二樓。1956年男女兩校合併後，也在西廂增蓋二樓而成今貌。 這棟迷人的建築，不僅為淡江中學塑造了高雅的學風，提...,(02)26203850,,新北市,淡水區,真理街26號,382000000A,新北市政府觀光旅遊局,2021/5/27 上午 07:43:46
Attraction_382000000A_110430,Attraction,Zh_tw,淡江大學海事博物館,海事博物館位於美麗寬闊的淡江大學校園裡面，是一棟約莫五層樓高的船形建築，原本為淡江大學的商船學館，在民國79年的時候，改建為現今的海事博物館，並開始對外開放，讓遊客們有機會參觀欣賞，是國內首創的海事博物館。館中展示六十艘自十五至十七世紀的船隻模型，像是聖瑪莉號、鄭和寶船、鐵達尼號及尼米茲航空母艦等，並設有模擬輪機室及駕駛台，還有一座表面三千兩百平方吋，擁有兩萬個地名的地球儀，提供豐富的航海資訊。,(02)26238343,,新北市,淡水區,英專路151號,382000000A,新北市政府觀光旅遊局,2023/5/22 上午 09:52:12
Attraction_382000000A_110431,Attraction,Zh_tw,淡水紅樓,殖民地式的紅磚建築外觀．象徵一世紀黃金淡水的繁華,(02)86311168,,新北市,淡水區,三民街2巷6號,382000000A,新北市政府觀光旅遊局,2023/8/31 上午 06:35:04
Attraction_382000000A_110434,Attraction,Zh_tw,新北市忠烈祠,忠烈祠位於淡水滬尾砲臺旁邊，古木參天，綠意盎然，為中法戰爭滬尾之役的古戰場，日本佔領台灣後，於昭和十四年(1939年)蓋了一座神社，奉祀明治天皇。台灣光復後，因年久失修，傾倒頹圮，成為廢墟，新北市政府於民國63年將其拆除並按原基座重建，保留神社原有之建築規模，但改採中國宮殿式建築，成為「新北市忠烈祠」，入祀不少抗日烈士亡靈。,(02)26219049,,新北市,淡水區,中正路一段6巷31號,382000000A,新北市政府觀光旅遊局,2021/7/22 上午 05:52:48
Attraction_382000000A_110439,Attraction,Zh_tw,淡水漁業生活文化影像館,位於淡水河堤旁的淡水漁業生活文化影像館於2007年開幕，館內陳列許多黑白色系的淡水風景明信片，是館長長期拍攝作品，三代世居淡水的他，將對淡水的濃厚情感寄寓於一張張黑白照片中。此處原為老油庫機房，係由館長經兩年努力，才向淡水漁會租借成功。館長因深信「親筆信函的力量」，特別鼓勵活在電腦世代下的小孩親自體驗手寫文字的感動，只要是小學生來此寫信寄給學校老師，都可免費獲得一張明信片。,(02)26297584,,新北市,淡水區,中正路233-2號,382000000A,新北市政府觀光旅遊局,2021/6/9 上午 08:16:30
Attraction_382000000A_110440,Attraction,Zh_tw,三協成糕餅博物館,三協成糕餅鋪於1935年成立，最初由現任老闆的祖父帶著第二代和第三代的三兄弟學習泉州糕餅製作，三協成的意義就是希望三兄弟可以同心協力經營。早期最初從喜餅製作開始，後台向英國領事館主廚學習英國水果派的製作，造就了三協成的糕餅融合了傳統與西方的風味。店內所設立的「糕餅博物館」，記錄在地中西融合獨特餅舖文化，陳列具有年代的製餅模具，儼然成為淡水重要的人文景點。,(02)26212177,,新北市,淡水區,中正路81號,382000000A,新北市政府觀光旅遊局,2020/12/23 上午 08:35:12
Attraction_382000000A_110442,Attraction,Zh_tw,北新有機休閒農場,北新有機休閒農場是由2005年神農獎得主簡連生先生所經營，主要以有機蔬果栽培以及有機農業推廣為主。農場細心規劃一系列的有機蔬果生產導覽，帶領大家參觀農場，說明有機蔬果生產過程，並分享自己的種植經驗。除此之外，農場也規劃了許多農村體驗活動，小朋友可以學習農夫農作技巧，或利用落葉、樹枝作出獨一無二的手工染布，也可親手製作阿公小時候的玩具，累了還可以和家人一起搓湯圓、吃烤地瓜等，非常適合親子同樂。,(02)26231428,,新北市,淡水區,忠寮里7鄰演戲埔腳3之2號,382000000A,新北市政府觀光旅遊局,2022/2/21 上午 08:31:31
Attraction_382000000A_110450,Attraction,Zh_tw,紅樹林生態教育館,【&#128226;紅樹林生態教育館，目前內部施工中，暫停開放】紅樹林生態教育館是一座小而美的生態教育館。室內現有的展示空間類型包括靜態展示空間與多媒體視聽空間，運用圖文、海報、燈箱與多媒體影音等方式，介紹紅樹林明星物種－水筆仔的生長過程，以及紅樹林中的招潮蟹、彈塗魚與水鳥等生態。另設有觀景平台，可近距離觀察保留區，也透過視野極佳的觀景窗，一覽壯觀秀麗的成片紅樹林景觀、淡水河的河口海景、觀音山的山色及壯闊鮮紅的關渡大橋。位置緊鄰淡水紅樹林自然保留區，捷運紅樹林站的二樓，可以近距離觀察到紅樹林生態環境。若有需要可事先提出預約申請，在解說員的帶領下方能進入戶外生態小徑，親身體驗紅樹林生態系，並接近淡水紅樹林生態保留區內的水鳥、潮間帶生物以及熱鬧多樣的各式河口生物。可在此近距離一覽這片全世界最大的純水筆仔林相。,(02)28082995,,新北市,淡水區,中正東路二段68號2樓,382000000A,新北市政府觀光旅遊局,2024/8/6 上午 08:10:43
Attraction_382000000A_110457,Attraction,Zh_tw,番婆林觀光花園,清嘉慶年間，錫板里是平埔族聚落，男人常外出打獵，村落族人大都是婦女，因此衍生「番婆林」的地號。 番婆林觀光花園中，四季都開滿了花朵。當１２～５月來到，這裡有著象徵純潔無邪的小蒼蘭靜靜綻放，顏色鮮黃、香氣清甜；在４～６月時，則是有愛情花之稱的百子蓮，有紫有白，煞是艷人，適合盆栽欣賞。花種以海芋居多，除有常見的白海芋，高雅的氣質惹人愛憐，更有黃、粉紫、粉紅、深紅等各色海芋，恣意綻放。,(02)26362716,,新北市,三芝區,錫板里17鄰番婆林44號,382000000A,新北市政府觀光旅遊局,2021/5/28 上午 02:27:51
Attraction_382000000A_110461,Attraction,Zh_tw,二號倉庫．文創,原是農會破舊不堪的倉庫，在農委會政策及在地的藝術家協助下，蛻變為具休閒人文特色的藝文展覽館，展示三芝區藝術家的創作，是個可以盡情欣賞手工藝品、裝置藝術、陶藝品的地方。充滿人文藝術氣息的一號倉庫，室內溫馨的燈光、舒適的座位，與三芝純樸的風味，形成一種悠閒雅緻的氣息。,(02)26361052,,新北市,三芝區,中山路一段4號(三芝農會旁),382000000A,新北市政府觀光旅遊局,2021/7/22 上午 06:13:58
Attraction_382000000A_110465,Attraction,Zh_tw,木屐寮農莊,農庄主人吳春發為海霸王前任行政總廚，農會推動一鄉一休閒的計劃時，吳春發毅然辭去高薪，回鄉建設。木炭窯在數十年前的三芝隨處可見，但如今遺址只有兩處，吳春發將家中已廢棄了的木炭窯整理出來，除了窯爐外，還精心設計黑板石步道、筆筒樹涼亭、碧綠竹林及主題式餐飲等。木屐寮農庄是一個世外桃源的好所在，假日可來木屐寮炕蕃薯。,(02)26360061,,新北市,三芝區,圓山村4鄰38號,382000000A,新北市政府觀光旅遊局,2021/7/15 上午 09:29:23
Attraction_382000000A_110475,Attraction,Zh_tw,源興居,從三芝遊客中心的生態池，沿著道路步行約2分鐘，便可抵達源興居。源興居位於三芝遊客中心正後方，是李前總統登輝先生的故居，因而吸引很多遊客前來駐足參觀。主體建築為傳統式閩南三合院建築，黑瓦磚牆，保存十分完好，整體風格展現古樸典雅的風韻，四周老榕成蔭，坐在樹下石椅上欣賞百年古厝，頗有思古之幽情。而步道路線的設計，則是以讓遊客更方便遊覽整個源興居為概念，是兼具休閒、知性的旅遊好去處。,(02)26362111,,新北市,三芝區,埔坪里埔頭坑 164-2 號,382000000A,新北市政府觀光旅遊局,2024/10/7 上午 04:05:09
Attraction_382000000A_110477,Attraction,Zh_tw,谷垚陶坊生活藝術館,三芝的好山好水吸引眾多藝文工作者定居於此，「谷垚陶坊生活藝術館」的主人就是一個不錯的陶藝創作家，谷源滔老師最喜歡陶藝創作。作品特色: 以生活陶為原點，各種形狀、釉色組合搭配、使其變化豐富，延伸以陶為建材取向，舉凡創意地磚，陶壁，洗臉盆等作品，將陶與生活完全結合，更將陶瓷融入更大的生活空間中。,(02)86351580,,新北市,三芝區,後厝里蘭陽街40號(芝蘭別墅),382000000A,新北市政府觀光旅遊局,2021/6/1 上午 09:38:39
Attraction_382000000A_110501,Attraction,Zh_tw,桶後溪,泰雅族狩獵時所踏踩出來的路徑，電影《賽德克．巴萊》的拍攝場景,(02)23515441,,新北市,烏來區,桶後溪,382000000A,新北市政府觀光旅遊局,2022/5/11 上午 09:25:19
Attraction_382000000A_110503,Attraction,Zh_tw,直潭山登山步道,海拔728.8公尺直潭山座落在新北市新店區屈尺地區的新店溪附近，山頂西北方可眺望花園新城社區，主稜為雪山北北稜，南與大桶山、羅宏諸山抗禮，西與熊空山、獅子山相望，本區有數條健行活動的路線，路程有長有短，全憑喜好，其中主要的路線為直潭山列大縱走，全程需走過七座山頭，如中嶺山、雞心尖、暗寶劍山、赤腳蘭山、石碇後山等(足足超過 25公里)，但由於路途遠且起伏甚大，除了腳健的山友外，一般是不宜做如此長途跋涉。,(02)29112281,,新北市,新店區,直潭山,382000000A,新北市政府觀光旅遊局,2021/6/23 上午 07:14:04
Attraction_382000000A_110510,Attraction,Zh_tw,新店渡船頭,經過了百年歲月的人力渡口，至今於兩岸悠悠來回。,(02)29112281,,新北市,新店區,渡船頭,382000000A,新北市政府觀光旅遊局,2023/4/28 上午 11:06:59
Attraction_382000000A_110516,Attraction,Zh_tw,水資源生態教育館,翡翠水庫內的環境教育場所,(02)26664998,,新北市,新店區,新烏路三段43號,382000000A,新北市政府觀光旅遊局,2023/5/29 上午 08:37:35
Attraction_382000000A_110539,Attraction,Zh_tw,泰山娃娃產業文化館,臺灣代工的輝煌時代，芭比娃娃的娘家,(02)85311406,,新北市,泰山區,楓江路26巷26號4樓,382000000A,新北市政府觀光旅遊局,2022/12/12 上午 03:47:22
Attraction_382000000A_110546,Attraction,Zh_tw,三峽染工坊暨三峽藍染中心,以體驗教學與藍染商品為主要服務，致力保存藍染文化,(02)86713108,,新北市,三峽區,中山路20巷3號(歷史文物館旁),382000000A,新北市政府觀光旅遊局,2022/12/5 上午 08:11:10
Attraction_382000000A_110550,Attraction,Zh_tw,簡單生活藍染工作室,工作室裡的工作人員在幾年前無意中接觸藍染，進而得知藍染乃是早期家鄉的一項重要的文化產業，但因化學染料的發明而迅速蕭條，於 92年元月回到老家大豹溪畔成立藍染工作室，推廣藍染文化。,0970558559,,新北市,三峽區,插角里90號,382000000A,新北市政府觀光旅遊局,2021/7/16 上午 10:21:35
Attraction_382000000A_110577,Attraction,Zh_tw,山尖路步道,山尖路步道位於九份隔頂往金瓜石方向，是聯絡九份到金瓜石、水湳洞的古道，這條順著早年開採金礦的山徑而闢建的步道，由於沿線可以緬懷舊淘金時期的舊拱橋（也稱黃金橋）景觀，行走起來讓人不由發思古之幽情。步道位於基隆山東側，古道旁還有許多民居，沿此步道向下行，可遠眺陰陽海。,(02)24972250,,新北市,瑞芳區,山尖路174號,382000000A,新北市政府觀光旅遊局,2023/3/29 上午 01:48:25
Attraction_382000000A_110584,Attraction,Zh_tw,漁光里步道,漁光里步道自南山寺起，沿著茶園間產業道路與山徑蜿蜒而下，終點位於粗石斛的七彩吊橋，沿途可以欣賞綠意盎然的茶園風光。,(02)26657251,,新北市,坪林區,漁光里,382000000A,新北市政府觀光旅遊局,2020/12/22 上午 03:39:11
Attraction_382000000A_110585,Attraction,Zh_tw,天上山系步道,位於新店、三峽及土城三區的交界，又被稱作「皇帝山」,(02)22732000,,新北市,土城區,天上山,382000000A,新北市政府觀光旅遊局,2023/5/5 上午 08:39:06
Attraction_382000000A_110588,Attraction,Zh_tw,鳶山登山步道,三峽著名親山步道，可俯瞰大臺北地區的晨昏之美,(02)26711017,,新北市,三峽區,鳶山,382000000A,新北市政府觀光旅遊局,2023/10/17 上午 07:42:15
Attraction_382000000A_110589,Attraction,Zh_tw,五寮尖登山步道,五寮尖之海拔為639公尺，五寮尖又叫湊合山或鳳髻尖，山形如同五座像拳頭般高低起伏的岩峰，站在山峰上可遠瞰三峽溪流域和鶯歌、樹林，視野開闊。攀登五寮尖常須繩索拉爬、四肢並用才能前進，其中一段名為峭壁雄峰段，為長約30餘公尺的斷崖，崖壁草木不生，左右皆為萬丈深淵，行走起來須小心謹慎。,(02)26711017,,新北市,三峽區,五寮尖山,382000000A,新北市政府觀光旅遊局,2023/3/29 上午 01:42:31
Attraction_382000000A_110603,Attraction,Zh_tw,雲森瀑布,位於新北市三峽熊空地區的雲森瀑布在中坑溪上游，是雲心和森山兩座瀑布的合稱，也有人將雲心、森山，再加姊妹瀑布，合稱之為「雲森三瀑」沿途多是平緩腰繞的山徑，兩旁盡是鬱鬱蒼蒼的森林，一路上還會穿越清澈的小溪、溪谷木橋和鋁梯，通過時驚而不險，且憑添許多野趣。越溪之後不久即可望見約十多公尺高、雙層簾幕狀的雲心瀑布，附近生長了巨大的青楓，每年十二月底至一月初有機會欣賞到層層楓紅襯著秀麗瀑布的美景。左側有一條較陡的山徑通往雲心瀑布的崖頂和瀑身狹長的森山瀑布，但視野和腹地較小，無法靠近。雲森瀑布之美吸引了不少攝影師和電視廣告前來取景，因此帶來更多觀瀑、賞楓、登山、溯溪和戲水的人潮，由於山區路幅較小、停車不易，建議避開假日或儘早出發。可連走附近的中級山（如：逐鹿山、卡保山、樂佩山、組合山、滿月圓山）或木炭古道...,(02)26711017,,新北市,三峽區,雲森瀑布,382000000A,新北市政府觀光旅遊局,2021/7/22 上午 08:13:07
Attraction_382000000A_110604,Attraction,Zh_tw,大同山登山步道,樹林的後花園，觀景平臺是欣賞雙北夜景的絕佳地點,(02)26812106,,新北市,樹林區,大同山,382000000A,新北市政府觀光旅遊局,2023/9/28 上午 09:59:57
Attraction_382000000A_110618,Attraction,Zh_tw,八里左岸自行車道,吹海風眺望淡水河風光，單車行邊享受綠茵叢樹,(02)89699596,,新北市,八里區,左岸,382000000A,新北市政府觀光旅遊局,2022/12/5 上午 08:10:16
Attraction_382000000A_110619,Attraction,Zh_tw,金色水岸自行車道,適合親子共遊，邊騎邊觀察白鷺鷥與招潮蟹等生態,(02)89699596,,新北市,淡水區,渡船頭,382000000A,新北市政府觀光旅遊局,2023/1/31 上午 03:18:52
Attraction_382000000A_110624,Attraction,Zh_tw,瑞芳風景特定區,四季鮮明，繁華一時的山城景緻，塑造了多元遊憩內容,(02)24972250,,新北市,瑞芳區,汽車路89號,382000000A,新北市政府觀光旅遊局,2022/12/5 上午 08:11:19
Attraction_382000000A_110625,Attraction,Zh_tw,烏來風景區,綻紅櫻花暈染整個青翠山谷，是北部最佳的賞櫻之鄉,(02)26616355,,新北市,烏來區,烏來街45號之1(烏來遊客中心),382000000A,新北市政府觀光旅遊局,2022/12/5 上午 08:10:29
Attraction_382000000A_110626,Attraction,Zh_tw,黃金瀑布,瀑布經金黃岩石湍急而下的金色水澤，令人驚奇,(02)24972250,,新北市,瑞芳區,金水公路,382000000A,新北市政府觀光旅遊局,2022/12/5 上午 08:08:25
Attraction_382000000A_110633,Attraction,Zh_tw,新北市政府景觀瞭望台,登上新北市政府32樓瞭望台，居高臨下感受城市浪漫氛圍,(02)29603456,,新北市,板橋區,中山路一段161號32樓,382000000A,新北市政府觀光旅遊局,2024/10/2 上午 11:02:56
Attraction_382000000A_110650,Attraction,Zh_tw,牧師樓與姑娘樓,百年紅磚洋樓，見證淡水的現代教育發展,(02)26281212,,新北市,淡水區,真理街32號,382000000A,新北市政府觀光旅遊局,2023/6/14 上午 04:24:24
Attraction_382000000A_110651,Attraction,Zh_tw,芝柏藝術村,芝柏山莊其實是三芝一處大型社區，社區最著名的，莫過於李天祿布袋戲文物館。芝柏村的知名度，也因越來越多的藝術創作者進駐，每一棟藝術家的家各具特色，把整個芝柏社區裝扮地美輪美奐，藝術氣息濃厚。知名度頗高的芝柏山莊，有許多藝術工作者在這裡設立工作室，幽靜的社區中，散發出與眾不同的藝術氣息。,(02)26362111,,新北市,三芝區,芝柏路,382000000A,新北市政府觀光旅遊局,2021/4/26 上午 01:59:02
Attraction_382000000A_110656,Attraction,Zh_tw,八連溪休閒步道,淡金公路上明顯的「八連溪休閒步道」石塊，提醒著大家絕對不要錯過這個好地方。總長約1.79公里，位於埔頭橋下方之八連溪河岸兩旁，此地河面較寬廣，河水平緩，經過整治後，規劃完成八連溪休閒步道，不僅成為當地避暑戲水的親水公園，更躍升為新北市知名觀光景點。,(02)26362111,,新北市,三芝區,淡金公路18.5公里處(2號省道),382000000A,新北市政府觀光旅遊局,2024/10/7 上午 04:07:42
Attraction_382000000A_110657,Attraction,Zh_tw,無極真元天壇(天元宮),宮內諸位仙佛雕刻，莊嚴壯觀，更以滿山春櫻吸引人潮,(02)26212759,,新北市,淡水區,北新路3段36號,382000000A,新北市政府觀光旅遊局,2025/3/24 上午 02:55:37
Attraction_382000000A_110659,Attraction,Zh_tw,八里(渡船頭)老街,清代中葉的北臺灣正口，老字號的美食值得一嘗,(02)26102621,,新北市,八里區,渡船頭街,382000000A,新北市政府觀光旅遊局,2023/5/16 下午 05:58:25
Attraction_382000000A_110660,Attraction,Zh_tw,烏來老街,適合散步漫遊，品嚐原民美食，選購部落手工藝品,(02)26616442,,新北市,烏來區,烏來街,382000000A,新北市政府觀光旅遊局,2022/12/5 上午 08:08:47
Attraction_382000000A_110661,Attraction,Zh_tw,鶯歌老街,著名的陶瓷重鎮，最愛到老街尋寶，實用藝術兼具,(02)26780202,,新北市,鶯歌區,文化路、尖山埔路,382000000A,新北市政府觀光旅遊局,2024/10/7 上午 04:01:57
Attraction_382000000A_110662,Attraction,Zh_tw,菁桐鐵道故事館,位於菁桐老街上的「菁桐鐵道故事館」，館主何元富本身就是一個鐵道迷，因此和臺鐵交涉後，在平溪支線的最後一站菁桐站，開了一個饒富古樸風味的鐵道故事館，菁桐鐵道故事館為仿民國五十年代的兩層樓木屋建築，刻意營造出濃濃的懷舊風味，販賣的是美好的舊日回憶。火車車廂造型的迴力車、大同寶寶、木製明信片、懷舊車票等，這裡通通都有，圍繞著鐵道與煤礦主題的各種周邊商品，是證明自己到此一遊的最佳伴手禮。門口的郵箱與大型鐵道服務員公仔，是遊客必拍的景點，店家還很體貼地在這裡放上了一張長椅，方便大伙取景拍照。,(02)24951258,,新北市,平溪區,菁桐街54號,382000000A,新北市政府觀光旅遊局,2021/4/21 上午 05:54:18
Attraction_382000000A_110665,Attraction,Zh_tw,酋長文創園區,歌舞劇傳達泰雅文化的精髓，親手織布深入傳統,(02)26616551,,新北市,烏來區,烏來里瀑布路34號,382000000A,新北市政府觀光旅遊局,2024/8/26 上午 02:18:01
Attraction_382000000A_110668,Attraction,Zh_tw,九份金礦博物館,九份的採金盛況或許已經遙遠，但一夕致富的美夢，卻從不曾被人遺忘。在金礦博物館，我們可以看見一座題為「九番坑」的小小礦坑，一彎短狹的輕便鐵軌直鋪坑裡內外，軌上輪轉著一臺礦車，搭配坑內周遭所散置架掛的礦工燈帽、石臼、木材等，活似一座具體而微的礦區景致，向所有過往行旅，招搖著洞裡的乾坤。除了展示品之外，最引人入勝的當屬親自採金的過程，動手嘗試洗金的樂趣，一圓心中的淘金美夢。,(02)24966379,,新北市,瑞芳區,九份頌德里石碑巷66號,382000000A,新北市政府觀光旅遊局,2022/10/3 下午 03:16:51
Attraction_382000000A_110669,Attraction,Zh_tw,新店文史館,隸屬於新店圖書館的「新店文史館」位於馬公公園內，即臺北捷運新店區公所站正對面的加油站旁，僅有一樓的平面展場，120坪的展示空間除了有展示前人生活物件(新店地區居民多是閩南漳泉地區移民後裔)與大新店地區發展之文史資料的常設展場，另每半年會有更換主題的特展展場。,(02)29115534,,新北市,新店區,北新路一段92號,382000000A,新北市政府觀光旅遊局,2021/6/23 上午 06:03:37
Attraction_382000000A_110672,Attraction,Zh_tw,富士坪古道,萬里區公所於古道入口立有碑記，詳載古道緣起。此乃日據時代遺留下來的古道，古道海拔平均450公尺，源於昔日為了牧牛而開闢，是人走出來的古道，也是一條「牛道」。富士坪古道的入口，可由故宮上萬溪道路，越過風櫃嘴前行，經過靈泉寺左轉，過溪底五號橋到大坪溪底分校，再由分校口登上大尖山西北稜，沿溪畔而行，在闊葉林的蔽蔭下，涼風習習，清爽暢快。,(02)24922064,,新北市,萬里區,富士坪古道,382000000A,新北市政府觀光旅遊局,2023/3/23 上午 06:57:43
Attraction_382000000A_110673,Attraction,Zh_tw,鹿堀(窟)坪古道,鹿堀(窟)坪古道是北海岸小村與臺北間的一條通道，是條小型的越嶺路。從萬里經中幅里進入崁腳村後有一叉路，可往大坪國小方向爬坡，沿指標右轉經大坪國小後遇公車站左轉，可進入鹿堀(窟)坪入口處，四周佈滿地瓜田，沿溝渠旁小路直行，路上有幾間老屋子，不久即抵達一座土地公廟，此處已是陽明山國家公園管轄區，循水圳旁小道進入，沿途溪水淙淙，風光明媚，檜木林立，是森林浴的最佳處所，往前直行則可見一叉路口，往上是鹿堀(窟)坪口方向，可由此攻頂，但路況險峻且坡近70度，雖可藉樹枝、繩索攀爬，建議體力不佳者不宜輕易嘗試；若沿另一路段前行，則為上鹿堀(窟)方向，一片梯田疊石圍成良田，可惜目前已不耕作，遍野翠綠，風景優美，古道較為平坦。鹿堀(窟)坪頂受群山環抱，四周圍繞著各種灌木花草，中間則有似高爾夫球道的草坡，雲霧飄渺...,(02)24922064,,新北市,萬里區,鹿堀(窟)坪,382000000A,新北市政府觀光旅遊局,2023/3/23 上午 06:58:27
Attraction_382000000A_110674,Attraction,Zh_tw,磺港漁港,魚路古道的起點，金山最大的漁港,(02)89526055,,新北市,金山區,磺溪下游出海口,382000000A,新北市政府觀光旅遊局,2023/12/19 上午 08:22:05
Attraction_382000000A_110680,Attraction,Zh_tw,慈母峰登山步道,設有明顯的石階以利登山，是二十四孝山群峰之一,(02)24951510,,新北市,平溪區,石底里靜安路二段,382000000A,新北市政府觀光旅遊局,2023/3/23 上午 07:49:58
Attraction_382000000A_110699,Attraction,Zh_tw,十分車站,搭載著遊客，享受靜謐的平溪風光與感受昔日礦產盛況,(02)24958307,,新北市,平溪區,十分街51號,382000000A,新北市政府觀光旅遊局,2022/12/5 上午 08:08:51
Attraction_382000000A_110700,Attraction,Zh_tw,望古車站,隨著礦業沒落，隱沒蔥鬱山林間的秘境車站,(02)24972033,,新北市,平溪區,望古車站,382000000A,新北市政府觀光旅遊局,2022/7/18 上午 08:42:57
