Id,Name,Name_c,Description,Grade,Add,Zipcode,Region,Town,Tel,Fax,Gov,Website,Picture1,Picdescribe1,Picture2,Picdescribe2,Picture3,Picdescribe3,Px,Py,Class,Map,Spec,Serviceinfo,Parkinginfo,TotalNumberofRooms,LowestPrice,CeilingPrice,TaiwanHost,IndustryEmail,TotalNumberofPeople,AccessibilityRooms,PublicToilets,LiftingEquipment,ParkingSpace
E4_A15010000H_016656,Er-Ma B&B,二馬山莊,Homestay located in Taoyuan,,"No.47,  BaLin, Fuxing Dist.",336,Taoyuan City,Fuxing District,886-3-3912609,,A15010000H,,https://taiwan.taiwanstay.net.tw/twpic/2127.JPG?v=20250510,,https://taiwan.taiwanstay.net.tw/twpic/2345.JPG?v=20250510,,https://taiwan.taiwanstay.net.tw/twpic/8525.JPG?v=20250510,,121.396896,24.681687,4,,,,Parking Space:Car 0、Motorcycle 0、Truck 0,4,3200,4800,0,kingnong9188@gmail.com,12,0,,,0
E4_A15010000H_016658,Childhood Homestay,童年時光民宿,Homestay located in Taitung,,"No.75, Xinshe 3rd St., Taitung City, Taitung County 950, Taiwan (R.O.C.)",950,Taitung County,Taitung City,886-928-349619,,A15010000H,,,,,,,,121.135103,22.765087,4,,,,Parking Space:Car 0、Motorcycle 0、Truck 0,2,3200,3600,0,349619@yahoo.com.tw,5,0,0,0,0
E4_A15010000H_016661,FOLLOWME Designed BNB,花鹿米民宿,Bed and Breakfast in Yilan County,,"No.300, Ln. 680, Guangxing Rd., Dongshan Township, Yilan County 269, Taiwan (R.O.C.)",269,Yilan County,Dongshan Township,886-921-689678,886-3-9515769,A15010000H,,,,,,,,121.728683,24.658493,4,,,,Parking Space:Car 0、Motorcycle 0、Truck 0,3,3600,3600,0,floweny9515769@gmail.com,6,0,,,0
E4_A15010000H_016663,Guide Hotel Taoyuan Fuxing,承攜行旅桃園復興館,Hotel located in Taoyuan City,,"9F., No.96, Fuxing Rd., Taoyuan Dist., Taoyuan City 330, Taiwan (R.O.C.)",330,Taoyuan City,Taoyuan District,886-3-3380168,,A15010000H,,https://taiwan.taiwanstay.net.tw/twpic/123381.jpg?v=20250510,,https://taiwan.taiwanstay.net.tw/twpic/36407.jpg?v=20250510,,https://taiwan.taiwanstay.net.tw/twpic/38043.jpg?v=20250510,,121.315759,24.991165,3,,,"Wi-Fi,,,,",Parking Space:Car 0、Motorcycle 0、Truck 0,39,8800,25000,0,reservation.service@dunqian.tw,108,0,,,0
E4_A15010000H_016666,Bo Ai Homestay,博愛民宿,Bed and Breakfast in Hualien County,,"No.38, Ln. 256, Jichang 1st St., Ji’an Township, Hualien County 973, Taiwan (R.O.C.)",973,Hualien County,Jian Township,886-3-8510589,,A15010000H,,https://taiwan.taiwanstay.net.tw/twpic/15225.jpg?v=20250510,,https://taiwan.taiwanstay.net.tw/twpic/24967.jpg?v=20250510,,https://taiwan.taiwanstay.net.tw/twpic/46004.jpg?v=20250510,,121.559218,23.972605,4,,,,Parking Space:Car 0、Motorcycle 0、Truck 0,4,4000,5000,0,charity.w0621@msa.hinet.net,32,0,,,0
E4_A15010000H_016667,Yun Song Motel,允頌汽車旅館,Hotel located in Tainan,,"1-2F., No.1, Jianping 17th St., Anping Dist., Tainan City 708, Taiwan (R.O.C.)",708,Tainan City,Anping District,886-6-2987756,886-6-2986987,A15010000H,http://www.rh-motel.com.tw/,,,,,,,120.185069,22.997181,3,,,"Wi-Fi,parking lot,,,,,,Bike friendly accommodation",Parking Space:Car 0、Motorcycle 0、Truck 0,33,1300,6600,0,rs.motl.service@gmail.com,76,0,,,0
E4_A15010000H_016670,Ding-Ben,頂笨仔民宿,Bed and Breakfast in Chiayi County,,"No.9, Dingbenzai, Zhuqi Township, Chiayi County 604, Taiwan (R.O.C.)",604,Chiayi County,Zhuqi Township,886-5-2561853,886-5-2561853,A15010000H,,https://taiwan.taiwanstay.net.tw/twpic/211007.jpg?v=20250510,,https://taiwan.taiwanstay.net.tw/twpic/211000.jpg?v=20250510,,https://taiwan.taiwanstay.net.tw/twpic/211001.jpg?v=20250510,,120.680431,23.485748,4,,,,Parking Space:Car 0、Motorcycle 0、Truck 0,3,3600,3600,0,lioujencheng@gmail.com,15,0,,,0
E4_A15010000H_016671,MACCHI HOTEL,瑪奇商務旅店,Hotel located in Taipei City,,"3-4F., No.6, Ln. 30, Jingzhong St., Wenshan Dist., Taipei City 116, Taiwan (R.O.C.)",116,Taipei City,Wenshan District,886-2-29321000,886-2-29333905,A15010000H,,,,,,,,121.542053,24.992478,3,,,"meeting room,Wi-Fi,National travel card,,,,,Bike friendly accommodation",Parking Space:Car 0、Motorcycle 0、Truck 0,26,2380,3280,0,macchihotel@gmail.com,70,0,,,0
E4_A15010000H_016673,Tango Hotel,天閣酒店台北復興,Hotel located in Taipei City,,"147, Fuxing N. Rd., Taipei 10547, Taiwan",105,Taipei City,Songshan District,886-2-87128000,886-2-87125656,A15010000H,http://www.tango-hotels.com,https://taiwan.taiwanstay.net.tw/twpic/16848.jpg?v=20250510,,https://taiwan.taiwanstay.net.tw/twpic/48721.jpg?v=20250510,,https://taiwan.taiwanstay.net.tw/twpic/34761.jpg?v=20250510,,121.544289,25.053755,3,,Single(Assessible room)0;,"restaurant,meeting room,cafe',gym,Internet,Wi-Fi,National travel card,Assessible room,coin-operated laundry,free internet,,,,laundry service,post and telecommunications service,business travel center,valuables depository,pick-up service,foreign currency exchange,,,Bike friendly accommodation",Parking Space:Car 0、Motorcycle 0、Truck 0,70,10200,30000,0,rsvn.fh@tango-hotels.com,140,0,,,0
E4_A15010000H_016674,Hakka Inherited host,傳客莊民宿,Bed and Breakfast in Hsinchu County,,"No.140, Sec. 3, Zhongfeng Rd., Hengshan Township, Hsinchu County 312, Taiwan (R.O.C.)",312,Hsinchu County,Hengshan Township,886-3-5811599,886-3-5811319,A15010000H,,https://taiwan.taiwanstay.net.tw/twpic/22043.JPG?v=20250510,,https://taiwan.taiwanstay.net.tw/twpic/265748.jpg?v=20250510,,https://taiwan.taiwanstay.net.tw/twpic/265747.jpg?v=20250510,,121.167503,24.746322,4,,,"meeting room,parking lot,free self-service laundry,,,,",Parking Space:Car 0、Motorcycle 0、Truck 0,5,2800,5400,1,happy.wish@msa.hinet.net,18,0,0,0,0
E4_A15010000H_016675,Roaders Hotel Zhonghua,路徒行旅-中華館,"Explore the world with curiosity and an open mind, go the extra mile where no man has gone before, and cleanse your heart with new cultures and experiences beyond your normal imaginations, hence we travel. Roaders Hotel offers 68 comfortable, stylish and spacious guest rooms with brand new equipment and appliances that relax you after your daily mini-adventures. A 24-hour front desk, game zone and self-served snack/drink areas offer night owls a different option to enjoy the evening. Guests may enjoy the caring and attentive services that cleanse you from the weariness of the trip, and get you ready for the road ahead.",,"No.68, Yanping S. Rd., Zhongzheng Dist., Taipei City 100, Taiwan (R.O.C.)",100,Taipei City,Zhongzheng District,886-2-23120589,886-2-23120285,A15010000H,https://zhonghua.roadershotel.com/,https://taiwan.taiwanstay.net.tw/twpic/46390.jpg?v=20250510,,https://taiwan.taiwanstay.net.tw/twpic/135444.jpg?v=20250510,,https://taiwan.taiwanstay.net.tw/twpic/135445.jpg?v=20250510,,121.510338,25.045051,3,,Double6680;Single5880;Double7800;Double9800;Double10600;Other10600;Other12880;Other13600;Other0;,"gym,Wi-Fi,National travel card,free self-service laundry,,,,laundry service,post and telecommunications service,business travel center,pick-up service,nursing room,,",Parking Space:Car 0、Motorcycle 0、Truck 0,68,8880,35880,0,roaders68@gmail.com,149,0,1,0,0
E4_A15010000H_016686,Happy places,快樂宿,Bed and Breakfast in Changhua County,,"No.122, Sec. 1, Zhangnan Rd., Fenyuan Township, Changhua County 502, Taiwan (R.O.C.)",502,Changhua County,Fenyuan Township,886-926-275083,,A15010000H,,https://taiwan.taiwanstay.net.tw/twpic/104340.jpg?v=20250510,,https://taiwan.taiwanstay.net.tw/twpic/104342.jpg?v=20250510,,https://taiwan.taiwanstay.net.tw/twpic/104341.jpg?v=20250510,,120.637614,23.97821,4,,,"Internet,Wi-Fi,National travel card,parking lot,,,,,Bike friendly accommodation",Parking Space:Car 0、Motorcycle 0、Truck 0,3,4800,9200,0,fsj550511@gmail.com,18,0,0,0,0
E4_A15010000H_016688,TAI LEE HOTEL,台麗精品旅店,Hotel located in New Taipei City,,"No.1, Ln. 11, Taili St., Taishan Dist., New Taipei City 243, Taiwan (R.O.C.)",243,New Taipei City,Taishan District,886-2-29025161,886-2-29086618,A15010000H,http://www.taileehotel.com.tw,https://taiwan.taiwanstay.net.tw/twpic/20455.jpg?v=20250510,,https://taiwan.taiwanstay.net.tw/twpic/33675.jpg?v=20250510,,https://taiwan.taiwanstay.net.tw/twpic/34509.jpg?v=20250510,,121.424413,25.038408,3,,,Bike friendly accommodation,Parking Space:Car 0、Motorcycle 0、Truck 0,34,4500,8000,0,tailee.hotel@msa.hinet.net,80,0,,,0
E4_A15010000H_016690,Yong Qing Hotel,永慶大旅社,Hotel located in Pingtung County,,"No.31, Sec. 1, Guangfu Rd., Chaozhou Township, Pingtung County 920, Taiwan (R.O.C.)",920,Pingtung County,Chaozhou Township,886-8-7883338,,A15010000H,,https://taiwan.taiwanstay.net.tw/twpic/273327.jpeg?v=20250510,,https://taiwan.taiwanstay.net.tw/twpic/273326.jpeg?v=20250510,,https://taiwan.taiwanstay.net.tw/twpic/273325.jpeg?v=20250510,,120.531891,22.509176,3,,,,Parking Space:Car 0、Motorcycle 0、Truck 0,19,700,700,0,,76,0,,,0
E4_A15010000H_016691,Love Sea 126 House Inn B&B,戀海126風情旅棧民宿,Bed and Breakfast in Pingtung County,,"No.126, Dawan Rd., Hengchun Township, Pingtung County 946, Taiwan (R.O.C.)",946,Pingtung County,Hengchun Township,886-8-8861877,886-8-8863977,A15010000H,http://www.lovesea126house.com,https://taiwan.taiwanstay.net.tw/twpic/298551.jpg?v=20250510,,,,,,120.79849,21.943766,4,,,"Internet,Wi-Fi,National travel card,parking lot,,,,",Parking Space:Car 0、Motorcycle 0、Truck 0,1,1500,1500,0,lovesea126@gmail.com,1,0,,,0
E4_A15010000H_016692,FARMHOUSESTAY,農舍居民宿,Homestay located in Hualien,,"No.235, Yongji 2nd St., Ji’an Township, Hualien County 973, Taiwan (R.O.C.)",973,Hualien County,Jian Township,886-921-862132,,A15010000H,https://farmhouse.tw/,https://taiwan.taiwanstay.net.tw/twpic/280020.jpg?v=20250510,,https://taiwan.taiwanstay.net.tw/twpic/280019.jpg?v=20250510,,https://taiwan.taiwanstay.net.tw/twpic/280017.jpg?v=20250510,,121.57047,23.953234,4,,,Bike friendly accommodation,Parking Space:Car 0、Motorcycle 0、Truck 0,5,3600,3600,0,yongjibnb@gmail.com,21,0,0,0,0
E4_A15010000H_016693,jhu jia yu B&B,竹筴魚民宿,Bed and Breakfast in Penghu County,,"No.18-39, Da’anshan, Magong City, Penghu County 880, Taiwan (R.O.C.)",880,Penghu County,Magong City,886-937-578757,,A15010000H,,,,,,,,119.580652,23.555714,4,,,,Parking Space:Car 0、Motorcycle 0、Truck 0,5,5000,6600,0,balang1839@gmail.com,16,0,,,0
E4_A15010000H_016699,Four Seasons Villa,四季軒民宿,Bed and Breakfast in Hualien County,,"No.286, Sec. 2, Zhikaxuan Blvd., Ji’an Township, Hualien County 973, Taiwan (R.O.C.)",973,Hualien County,Jian Township,886-987-031283,,A15010000H,,,,,,,,121.582672,23.940424,4,,,,Parking Space:Car 0、Motorcycle 0、Truck 0,4,3200,5000,0,mariofu0820@gmail.com,12,0,0,0,0
E4_A15010000H_016701,Genkiya177,元氣滿屋民宿,Bed and Breakfast in Hualien County,,"No.177-7, Jiawan, Xiulin Township, Hualien County 972, Taiwan (R.O.C.)",972,Hualien County,Xiulin Township,886-3-8260400,,A15010000H,,https://taiwan.taiwanstay.net.tw/twpic/282111.jpg?v=20250510,,https://taiwan.taiwanstay.net.tw/twpic/282112.jpg?v=20250510,,,,121.606732,24.081991,4,,,Bike friendly accommodation,Parking Space:Car 5、Motorcycle 0、Truck 0,5,6500,7200,1,lanchaowei@gmal.com,17,0,0,0,5
E4_A15010000H_016702,Convenience House Bed and Breakfast,便利屋民宿,Bed and Breakfast in Hualien County,,"No.46, Fuxing St., Hualien City, Hualien County 970, Taiwan (R.O.C.)",970,Hualien County,Hualien City,886-3-8356397,,A15010000H,,https://taiwan.taiwanstay.net.tw/twpic/104682.jpg?v=20250510,,https://taiwan.taiwanstay.net.tw/twpic/104686.jpg?v=20250510,,https://taiwan.taiwanstay.net.tw/twpic/104690.jpg?v=20250510,,121.610026,23.977709,4,,,,Parking Space:Car 0、Motorcycle 0、Truck 0,3,2200,2500,0,,12,0,0,0,0
E4_A15010000H_016704,Jen Gang Hotel,真岡大旅社,Hotel located in Yunlin County,,"No.185-3, Minsheng Rd., Douliu City, Yunlin County 640, Taiwan (R.O.C.)",640,Yunlin County,Douliu City,886-5-5331768,886-5-5336201,A15010000H,,https://taiwan.taiwanstay.net.tw/twpic/292332.jpg?v=20250510,,https://taiwan.taiwanstay.net.tw/twpic/292329.jpg?v=20250510,,https://taiwan.taiwanstay.net.tw/twpic/292331.jpg?v=20250510,,120.540774,23.711206,3,,,"Wi-Fi,National travel card,parking lot,free self-service laundry,,,,bicycle rental,,,Bike friendly accommodation",Parking Space:Car 0、Motorcycle 0、Truck 0,40,1680,1780,0,dh12131109@yahoo.com.tw,90,0,,,0
E4_A15010000H_016708,Baisheng Homestay,百盛民宿,Bed and Breakfast in Taitung County,,"No.1, Nanliao, Ludao Township, Taitung County 951, Taiwan (R.O.C.)",951,Taitung County,Ludao Township,886-911-189861,,A15010000H,,https://taiwan.taiwanstay.net.tw/twpic/288562.jpg?v=20250510,,https://taiwan.taiwanstay.net.tw/twpic/288563.jpg?v=20250510,,https://taiwan.taiwanstay.net.tw/twpic/288564.jpg?v=20250510,,121.472161,22.66468,4,,,"Wi-Fi,,,,",Parking Space:Car 0、Motorcycle 0、Truck 0,1,2000,2000,0,ee77826@yahoo.com.tw,2,0,,,0
E4_A15010000H_016710,PS minshuku,稻香緣民宿,Bed and Breakfast in Hualien County,,"No.109, Daoxing 2nd St., Ji’an Township, Hualien County 973, Taiwan (R.O.C.)",973,Hualien County,Jian Township,886-3-8532377,886-3-8532377,A15010000H,http://www.psminshuku.com/,https://taiwan.taiwanstay.net.tw/twpic/117746.jpg?v=20250510,,https://taiwan.taiwanstay.net.tw/twpic/33239.jpg?v=20250510,,https://taiwan.taiwanstay.net.tw/twpic/117747.jpg?v=20250510,,121.566124,23.960535,4,,,"restaurant,Internet,Wi-Fi,National travel card,parking lot,,,,pick-up service,mobile payment,experience activities,,,Bike friendly accommodation",Parking Space:Car 0、Motorcycle 0、Truck 0,4,5000,9500,1,yabbie.yang@gmail.com,13,0,0,0,0
E4_A15010000H_016711,ALISAN GAN SHANG CHING HOTEL,高山青大飯店,Hotel located in Chiayi County,,"No.43, E. Alishan, Alishan Township, Chiayi County 605, Taiwan (R.O.C.)",605,Chiayi County,Alishan Township,886-5-2679716,886-5-2679780,A15010000H,,https://taiwan.taiwanstay.net.tw/twpic/13645.jpg?v=20250510,,https://taiwan.taiwanstay.net.tw/twpic/20267.jpg?v=20250510,,https://taiwan.taiwanstay.net.tw/twpic/36063.jpg?v=20250510,,120.803766,23.512083,3,,Suite(Assessible room)4500;,"Assessible room,,,,",Parking Space:Car 0、Motorcycle 0、Truck 0,72,3500,7200,0,,224,0,,,0
E4_A15010000H_016713,GOLD LING MOTEL,金陵汽車旅館,Hotel located in Changhua County,,"No.566, Sec. 1, Zhongzheng Rd., Puxin Township, Changhua County 513, Taiwan (R.O.C.)",513,Changhua County,Puxin Township,886-4-8281122,886-4-8280657,A15010000H,,https://taiwan.taiwanstay.net.tw/twpic/265140.jpg?v=20250510,,https://taiwan.taiwanstay.net.tw/twpic/265132.jpg?v=20250510,,https://taiwan.taiwanstay.net.tw/twpic/265131.jpg?v=20250510,,120.538331,23.951793,3,,,,Parking Space:Car 0、Motorcycle 0、Truck 0,25,2000,3500,0,,50,0,,,0
E4_A15010000H_016717,JNbnb,風行館民宿,"JNbnb (Jason & Nancy’s Bed and Breakfast), provide clean and cozy place to welcome visiting friends, you can experience Chihpen 3 amazing activities just nearby JNbnb to relax the body and soul: Chihpen hot springs, Chihpen beach sunrise, Chihpen trail waterfall hiking.",,"No.192, Wenquan Rd., Beinan, Taitung 954104, Taiwan (R.O.C.)",954,Taitung County,Beinan Township,886-89-516178,,A15010000H,https://www.facebook.com/jnbnb.tt/,https://taiwan.taiwanstay.net.tw/twpic/29971.JPG?v=20250510,,https://taiwan.taiwanstay.net.tw/twpic/9661.JPG?v=20250510,,https://taiwan.taiwanstay.net.tw/twpic/33133.JPG?v=20250510,,121.02853,22.702553,4,,Other4800;Double3800;Other9600;Double3800;Other4800;,"restaurant,Internet,Wi-Fi,National travel card,,,,,Bike friendly accommodation",Parking Space:Car 0、Motorcycle 0、Truck 0,5,3800,9600,1,nancyhsu63@gmail.com,20,0,0,0,0
E4_A15010000H_016722,morebetterstay,木本樹民宿,"Located on the bank of Yanshui Creek, there used to be a fish pond behind the house. On the embankment along the creek, a hiking trail meanders among the weeds.After decades of alternation between day and night and eight months of investigation, sorting and renovation, the old house has transformed into a modern look while retaining the memory of time, including the stair railings that have been swaying for forty years and the courtyard where children played as children.The river scenery has become clearer, sunrise and sunset have new meanings, and a new journey will begin here~",,"No.1, Ln. 146, Anbei Rd., Anping Dist., Tainan City 708, Taiwan (R.O.C.)",708,Tainan City,Anping District,886-963-094901,,A15010000H,,https://taiwan.taiwanstay.net.tw/twpic/277220.jpg?v=20250510,,https://taiwan.taiwanstay.net.tw/twpic/277219.jpg?v=20250510,,https://taiwan.taiwanstay.net.tw/twpic/277218.jpg?v=20250510,,120.161698,23.003322,4,,,"Wi-Fi,,,,,Bike friendly accommodation",Parking Space:Car 1、Motorcycle 0、Truck 0,3,6000,6000,1,morebetterstay@gmail.com,9,0,0,0,1
E4_A15010000H_016724,Hua Lu Bed and Breakfast,花路米民宿,Bed and Breakfast in Hualien County,,"No.16, Ln. 173, Sec. 1, Jixing Rd., Ji’an Township, Hualien County 973, Taiwan (R.O.C.)",973,Hualien County,Jian Township,886-988-128283,,A15010000H,,https://taiwan.taiwanstay.net.tw/twpic/183173.jpg?v=20250510,,https://taiwan.taiwanstay.net.tw/twpic/183179.jpg?v=20250510,,https://taiwan.taiwanstay.net.tw/twpic/183184.jpg?v=20250510,,121.576778,23.970058,4,,,,Parking Space:Car 0、Motorcycle 0、Truck 0,4,4000,8000,0,followme.hualien@gmail.com,14,0,,,0
E4_A15010000H_016729,puzhen,璞真民宿,Bed and Breakfast in New Taipei City,,"No.2-1, Dingliugu, Jinshan Dist., New Taipei City 208, Taiwan (R.O.C.)",208,New Taipei City,Jinshan District,886-2-24980082,,A15010000H,http://puzhen.ego.tw,https://taiwan.taiwanstay.net.tw/twpic/4233.JPG?v=20250510,,https://taiwan.taiwanstay.net.tw/twpic/18954.JPG?v=20250510,,https://taiwan.taiwanstay.net.tw/twpic/20207.JPG?v=20250510,,121.613989,25.22201,4,,,"meeting room,Wi-Fi,parking lot,,,,experience activities,,,Bike friendly accommodation",Parking Space:Car 0、Motorcycle 0、Truck 0,5,3200,4600,0,kokoma888@gmail.com,20,0,,,0
E4_A15010000H_016730,little joy B&B,小確幸民宿,"In ""Siao Cyue Sing B&B"", a registered bed and breakfast in Penghu, it's all about satisfaction: it's located between Magong Downtown and Beihuan, providing easy access to the Makung Old Streets for fresh seafood or snacks, as well as other popular sites including the Four-Eyed Well, Mazu Temple, Guanyin Pavilion and Xiying Rainbow Bridge, or you can head for Beihuan to explore the Whale Cave, Zhongtun Windmills, the old ficus tree named ""Tong Lian"", cross-sea bridge, and Erkan old mansion. These sites are just minutes away! Don't forget to have a stay in ""Siao Cyue Sing B&B"" for absolute warmth and comfort: The building is designed with simplicity and coziness in mind and provides rooms for 2, 4 or 6-8. We also welcome groups that wish to book the entire building! Contentment is a virtue that makes you feel at home, and that's exactly what the owner looks for.",,"No.171-2, Zhaijiaoyu, Magong City, Penghu County 880, Taiwan (R.O.C.)",880,Penghu County,Magong City,886-6-9219058,886-6-9219603,A15010000H,,,,,,,,119.603765,23.579013,4,,,,Parking Space:Car 0、Motorcycle 0、Truck 0,4,2500,4800,1,lu353@yahoo.com.tw,16,0,,,0
E4_A15010000H_016731,Beethoven Holiday Villa,貝多芬田園渡假別墅,Homestay located in Yilan,,"No.105, Jiufen 3rd Rd., Dongshan Township, Yilan County 269, Taiwan (R.O.C.)",269,Yilan County,Dongshan Township,886-938-511650,,A15010000H,http://www.beethovenbnb.com,https://taiwan.taiwanstay.net.tw/twpic/8939.JPG?v=20250510,,https://taiwan.taiwanstay.net.tw/twpic/28317.jpg?v=20250510,,https://taiwan.taiwanstay.net.tw/twpic/44602.jpg?v=20250510,,121.78231,24.664061,4,,,"banquet,gym,Wi-Fi,parking lot,senoir room,,,bicycle rental,",Parking Space:Car 4、Motorcycle 0、Truck 0,4,3600,7000,1,beethovenbnbh@gmail.com,16,0,,,4
E4_A15010000H_016732,Xin Guangming Hotel,新光明大旅社,Hotel located in Miaoli County,,"No.48, Bo’ai St., Zhunan Township, Miaoli County 350, Taiwan (R.O.C.)",350,Miaoli County,Zhunan Township,886-37-472267,,A15010000H,,https://taiwan.taiwanstay.net.tw/twpic/250256.png?v=20250510,,,,,,120.878588,24.686884,3,,Double1200;,"Wi-Fi,,,,",Parking Space:Car 0、Motorcycle 0、Truck 0,12,800,1200,0,,28,0,,,0
E4_A15010000H_016733,ACASA HOTEL,中正美學飯店,Hotel located in Taoyuan,,"No.206, Zhongzheng Rd., Longtan Dist., Taoyuan City 325, Taiwan (R.O.C.)",325,Taoyuan City,Longtan District,886-3-4792364,886-3-4708788,A15010000H,http://fenglinhotel.com.tw,https://taiwan.taiwanstay.net.tw/twpic/112063.JPG?v=20250510,,https://taiwan.taiwanstay.net.tw/twpic/112068.jpg?v=20250510,,https://taiwan.taiwanstay.net.tw/twpic/112067.jpg?v=20250510,,121.216884,24.864453,3,,,"Internet,Wi-Fi,National travel card,,,,foreign currency exchange,,",Parking Space:Car 0、Motorcycle 0、Truck 0,25,750,1300,0,acasahotel325@gmail.com,60,0,0,1,0
E4_A15010000H_016734,All-ur Boutique Motel,歐遊國際連鎖精品旅館,"Unlike the extravagant style in ordinary motels and hotels, or the standardized room design, the new site in Sinjhuang features &#34;Art&#34; and &#34;Design.&#34; Not a single room has repeated size or design, even though there are up to 80 rooms. The rooms are individually different in terms of their styles by utilizing different artists, schools, paintings and the highlights commonplace in our everyday life. The clever twist of art can make guests feel the management team&#39;s dedication and their attitude of &#34;customer-oriented&#34; service. Regarding public space, we have set up a sky garden restaurant with high level of British post-industrial style and the first ever skyway corridor on the 8th floor . While customers enjoy the top-notch dining environment, they can also walk on the glass corridor to admire the traffic underneath or the distant cityscape. To integrate art into the natural environment, the Sinjhuang branch heavily uses a semi-covered design. This not only preserves customers&#39; privacy, also allows natural light to diffuse in the space, making this place a motel drastically departing from conventional stereotype.",3,"No.746, Siyuan Rd., Xinzhuang Dist., New Taipei City 242, Taiwan (R.O.C.)",242,New Taipei City,Xinzhuang District,886-2-85221100,886-5-5517755,A15010000H,http://www.allurmotel.com,https://taiwan.taiwanstay.net.tw/twpic/87830.jpg?v=20250510,,https://taiwan.taiwanstay.net.tw/twpic/87828.jpg?v=20250510,,https://taiwan.taiwanstay.net.tw/twpic/87825.jpg?v=20250510,,121.460103,25.059801,3,,Double(Assessible room)6600;Double(Assessible room)6600;,"restaurant,meeting room,bar,swimming pool,Wi-Fi,iTaiwan WiFi,National travel card,parking lot,Assessible room,,,,,Bike friendly accommodation",Parking Space:Car 0、Motorcycle 0、Truck 0,80,6600,36800,1,service@allurmotel.com,162,0,,,0
E4_A15010000H_016735,Good places,好宿,Bed and Breakfast in Kinmen County,,"No.556-1, Houhu, Jinning Township, Kinmen County 892, Taiwan (R.O.C.)",892,Kinmen County,Jinning Township,886-932-970020,886-82-373573,A15010000H,,https://taiwan.taiwanstay.net.tw/twpic/264506.jpg?v=20250510,,,,,,118.328822,24.425584,4,,,Bike friendly accommodation,Parking Space:Car 0、Motorcycle 0、Truck 0,10,2000,4000,0,,46,0,0,0,0
E4_A15010000H_016737,YeHeng Terrace Homestay,爺亨梯田農莊,Bed and Breakfast in Taoyuan City,,"No.9, Yeheng, Fuxing Dist., Taoyuan City 336, Taiwan (R.O.C.)",336,Taoyuan City,Fuxing District,886-921-463000,,A15010000H,,https://taiwan.taiwanstay.net.tw/twpic/6027.jpg?v=20250510,,https://taiwan.taiwanstay.net.tw/twpic/40120.jpg?v=20250510,,https://taiwan.taiwanstay.net.tw/twpic/41184.jpg?v=20250510,,121.383341,24.678196,4,,,,Parking Space:Car 0、Motorcycle 0、Truck 0,5,4500,4500,0,,10,0,,,0
E4_A15010000H_016740,E-HOUSE HOTEL,東驛 E-HOUSE,Hotel located in Taipei City,,"3F., No.155, Xining S. Rd., Wanhua Dist., Taipei City 10844, Taiwan (R.O.C.)",108,Taipei City,Wanhua District,886-2-23615161,886-2-23615169,A15010000H,,,,,,,,121.503255,25.045715,3,,,"Wi-Fi,Assessible room,,,,laundry service,post and telecommunications service,foreign currency exchange,,",Parking Space:Car 0、Motorcycle 0、Truck 0,13,7000,7000,0,Xining169@gmail.com,52,0,0,0,0
E4_A15010000H_016743,Rui-Feng hotspring homestay,瑞峰民宿,Bed and Breakfast in Hualien County,,"No.36-1, Ln. 2, Sec. 3, Wuncyuan Rd., Rueisuei Township, Hualien County 97841, Taiwan (R.O.C.)",978,Hualien County,Ruisui Township,886-3-8871709,886-3-8871681,A15010000H,,https://taiwan.taiwanstay.net.tw/twpic/37135.jpg?v=20250510,,https://taiwan.taiwanstay.net.tw/twpic/43464.jpg?v=20250510,,https://taiwan.taiwanstay.net.tw/twpic/52987.jpg?v=20250510,,121.350882,23.49083,4,,,,Parking Space:Car 0、Motorcycle 0、Truck 0,3,2000,2000,0,,6,0,,,0
E4_A15010000H_016744,Sun Fook quality Bed and Breakfast,新福優質民宿,Bed and Breakfast in Taitung County,,"No.73, Xinfu, Guanshan Township, Taitung County 956, Taiwan (R.O.C.)",956,Taitung County,Guanshan Township,886-89-812988,,A15010000H,,,,,,,,121.178169,23.05383,4,,,,Parking Space:Car 0、Motorcycle 0、Truck 0,5,3500,3500,0,,15,0,,,0
E4_A15010000H_016745,La Hotel-Baseball Theme Hall,樂逸文旅-六合夜市棒球館,Hotel located in Kaohsiung,,"No.136, Nanhua Rd., Xinxing Dist., Kaohsiung City 800, Taiwan (R.O.C.)",800,Kaohsiung City,Xinxing District,886-7-2365500,886-7-2365522,A15010000H,http://www.lahotel.com.tw,https://taiwan.taiwanstay.net.tw/twpic/101655.jpg?v=20250510,,https://taiwan.taiwanstay.net.tw/twpic/101654.jpg?v=20250510,,https://taiwan.taiwanstay.net.tw/twpic/101656.jpg?v=20250510,,120.303097,22.633352,3,,Other10000;Double8600;Double8000;Double8000;Other(Assessible room)13000;,"restaurant,Internet,Wi-Fi,iTaiwan WiFi,National travel card,parking lot,Assessible room,,,,laundry service,business travel center,,",Parking Space:Car 0、Motorcycle 0、Truck 0,50,8000,13000,0,lahotel2016@gmail.com,140,0,,,0
E4_A15010000H_016746,Honey B trip B&B,蜂巢旅居民宿,Bed and Breakfast in Hualien County,,"No.122, Jianlin St., Hualien City, Hualien County 970, Taiwan (R.O.C.)",970,Hualien County,Hualien City,886-3-8236123,,A15010000H,,,,,,,,121.598101,23.980635,4,,,"pick-up service,,",Parking Space:Car 2、Motorcycle 0、Truck 0,4,2200,2600,0,honeybtrip@gmail.com,12,0,0,0,2
