唯一識別碼,資料類型,語系,資料名稱,文字描述,聯絡電話,分機,縣市名稱,行政區(鄉鎮區)名稱,街道名稱,資料提供單位機關代碼,資料提供單位,資料更新日期時間
Event_382000000A_003106,Event,Zh_tw,2025汐止康誥坑溪文化櫻花季,"｜活動時間：114/1/18 ～ 114/2/16｜活動地點：康誥坑溪櫻花大道---------------活動資訊--------------------里辦公處新春賞櫻晚會日期：1/24（五）晚上7時精彩表演，邀您一起舞動健康，嗨翻夜晚！攝影比賽日期：1/18～2/12專業評審獎：獎金最高12,000元參加獎：農會紀念品、環保袋、飯店住宿券等，超過200份好禮等您拿！&#128073;詳細比賽辦法農夫市集．1/24（五）15:30-20:30．1/25、2/8、2/15（六）09:30-15:30新鮮直送，農會特色展售，品嚐汐止好滋味食農教育．1/24（五）14:30-15:30． 2/8（六） 10:00-11:00、13:00-14:00親子同樂，與在地農夫互動體驗，樂趣滿滿！報名資訊：鎖定 汐止區農會 汐心情 粉絲專頁造型吹氣球．1/24(五)14:00-16:00．1/25、2/8、2/15（六）1300-15:00邀請身障藝術表演者，用創意氣球為孩子們帶來無限驚喜！花季享優惠櫻花季期間，在櫻花大道與窗戶造景合照，到iFG遠雄廣場兌換專屬優惠！",(02)29603456,,新北市,汐止區,康誥坑溪櫻花大道,382000000A,新北市政府觀光旅遊局,2025/1/18 上午 01:14:09
Event_382000000A_003107,Event,Zh_tw,蛇來蛇去~蛇到435訪春神！,活動日期｜2025/1/18－2/2開放時間｜春節期間、假日9:00－18:00　平日9:00－17:00【暖春活動打頭陣!】⭓活動日期：1/18(六)及1/19(日)13:30-15:00、15:30-17:00，共4場次⭓活動地點：枋橋大劇院⭓參與人數：每場次100名，每名可領取1個小4言春條+1個單字，數量有限送完為止。⭓參與辦法：活動每場次前30分鐘（13:00及15:00）於園區服務台發放號碼牌，待活動開始時依號碼依序排隊領取，如有想寫的吉祥話及詞句，可於現場請老師書寫。【親子同樂桌遊教養】⭓活動日期：1/30(週四，初二)及1/31(週五，初三)14:00-16:00，每日一場。⭓活動地點：彩虹教室&#128073;報名連結【新春電影院】⭓活動日期：1/30(六)及1/31(日)16:00⭓活動地點：枋橋大劇院【蛇年新春系列活動 &amp;ndash; 巨大桌遊、桌遊隨到隨玩】⭓活動日期：2/1(六，初四)及2/2(日，初五)，每日11:00-17:00⭓活動地點：枋橋大劇院⭓活動參與辦法：直接參與，走進來就可以玩！【未來明信片】⭓活動日期：1/18(六)~4/6(日)⭓活動地點：枋橋大劇院服務台⭓活動參與辦法：直接至服務台領取，寫完交給工作人員就可以囉！【DIY體驗工作坊】​​​​​​​⭓活動期間：1/31（初三）－2/2（初五）⭓活動時間：10:00－18:00　⭓活動費用：免費⭓報名方式：現場報名及體驗,(02)29603456,,新北市,板橋區,板橋435藝文特區,382000000A,新北市政府觀光旅遊局,2025/1/18 上午 10:14:46
Event_382000000A_003116,Event,Zh_tw,2024新北感溫祭-烏萬金溫泉祭,2024 新北感溫祭活動內容集章抽好禮!&#128311;活動期間：114/1/1-3/2&#128311;活動辦法： 遊客只要前往新北市和動配合之合法溫泉業者(包括金山、萬里、烏來、貢寮、八里、三峽、淡水)住宿或泡湯即可索取「集章卡」1 張及獲得第 1 枚印章，並於活動期間內且至其他合作店家單次消費滿 100 元就可獲得另 1 枚印章，集滿 3 枚不同店家的印章後，寄回指定地址，將於 114/3/14 公布得獎名單在「新北旅客」臉書專頁。(憑郵戳時間 114/3/7 以前寄回桃園市龜山區樂善二路 495 號 14 樓高小姐收)&#128311;活動獎品：1. 台北-大阪來回機票 1 張 (價值 20，000 元)2. 天籟和風雙人平日客房住宿券 10 名(價值:8，700 元)3. 金湧泉北海雅緻雙人平日客房 10 名 (價值:5，280 元)4. 八里福朋喜來登平日泡湯+美食雙享券 10 名 (價值:1，280 元)5. 烏來璞石麗緻泡湯券 5 名 (價值:2，000 元)6. 山海芳園下午茶券 9 名 (價值:530 元)&#128311;活動店家：金湧泉溫泉會館、舊金山總督溫泉有限公司(舊金山總督溫泉)、金湯溫泉會館、大板根渡假酒店、萬里仙境溫泉會館、陽明山天籟渡假酒店、烏來輕井澤溫泉旅館、福容大飯店淡水漁人碼頭、小川源溫泉、香草花源溫泉養生館、奇峰石小吃店、沐舍溫泉渡假酒店、群策翡翠灣溫泉飯店、日月民宿、伊豆商店、白水世界民宿、福容大飯店福隆、遠東金山海灣溫泉 HOTEL、熊旅溫泉飯店、白宮行館、雲頂民宿、TS MOTEL(鼎帥溫泉汽車旅館) 、大埔硫磺溫泉商務旅舘、蘊泉庄(鴻寬) 、湯布苑、鶴雅溫泉會館、旅晨民宿、唯一八煙股份有限公、金泉浴池、水田園農莊民宿、璞石麗緻溫泉會館、日月光溫泉山莊、八里福朋喜來登酒店、淞呂溫泉會館、雲湯溫泉館、巨龍山莊、馥森阪治 Trio、山水妍溫泉會館股份有限公司 (山水妍溫泉會館) 、萬金龍民宿。&#128311;注意事項：1.主辦單位保留隨時修正、暫停、終止或解釋本活動之最終權利(包括但不限於更換活動、提前終止或延長活動時間之最終決定權等事項)，並以「新北旅客」臉書專頁公告為準。2.依中華民國...,(02)29603456,,新北市,萬里區,,382000000A,新北市政府觀光旅遊局,2025/1/20 上午 06:06:49
Event_382000000A_003123,Event,Zh_tw,2025雙北世界壯年運動會,#2025雙北世壯運 #想很久了❓ 還記得那個埋藏在心裡的夢嗎？這次別再只是 #想很久了現在就該馬上行動&#128293;＝ ＝#雙北世界壯年運動會活動資訊 ＝＝┃賽事日期：2025/5/17-2025/5/30┃賽事地點：新北、台北各運動場館┃運動種類：共35種(詳官網)┃報名資格：年滿30歲無需選拔即可報名參賽┃報名期間：即日起至2025/2/17相關問題可詢問&#128073;️2025雙北世界壯年運動會World Masters Games 2025 Taipei &amp; New Taipei City(點我前往),(02)29603456,,新北市,萬里區,,382000000A,新北市政府觀光旅遊局,2025/2/20 上午 09:17:50
Event_382000000A_003128,Event,Zh_tw,2025 「蛇麼都好運」春節活動,114年適逢農曆「蛇」年，黃金博物館特別規劃了各項活動、新春意象布置，讓民眾在連續假期造訪藝文場館與古蹟的同時，也能感受年節喜慶氣氛! 蛇氣揮毫添好運活動時間：1月18日14:00-16:00活動地點：遊客服務中心活動辦法：請瑞芳書法名家謝慶興老師於現場揮毫，供民眾免費索取春聯，增添家裡喜氣。 出蛇入化迎新春活動時間：1月30日(四)-2月2日(日)活動地點：金水廣場及園區活動辦法：邀請魔術、音樂、表演等街頭藝人與定時表演，不定時財神發放黃金糖。 金蛇臨門喜相逢活動時間：1月30日(四)-2月2日(日)活動地點：金屬工藝館活動辦法：(1)拿著蛇蛇拍照手拿板，擺出運動姿勢拍照，也可錄製動動特效，打卡所在館舍位置；或直接出示當日博物館內消費發票即可兌換限量的彩虹蛇蛇包。(2) 打卡「我在 @黃金博物館 許下新年願望」即可兌換新北博徽章。(3) 在自己的社群平台寫下「我在 @黃金博物館 送大龍迎小龍，蛇采奕奕迎新年」，就能於服務台領取蛇年貼紙乙份。 蛇龜獻瑞拿好禮活動時間：1月30日(四)-2月2日(日)活動地點：共學館活動辦法：凡參加台車體驗、淘金體驗，即可參加抽抽樂，有機會得到特殊小禮物。蛇采飛揚添喜氣活動時間：1月30日(四)-2月2日 (日)活動地點：大地館(大地館、金工館、共學館、遊客中心)活動辦法：DIY套印斗方或套色印章明信片(每日限量各限量200份，每人一份)。歌舞昇平過好年活動時間：即日起至2月2日 下午1:30活動地點：昇平戲院活動辦法：播放賀歲歌仔戲《周公鬥法桃花女》。,(02)29603456,,新北市,瑞芳區,新北市立黃金博物館,382000000A,新北市政府觀光旅遊局,2025/1/22 上午 03:37:39
Event_382000000A_003142,Event,Zh_tw,新北蒔花好綻｜2025花見櫻花季,今年，活動主軸以美國藝術家Sara Berrenson的櫻花系列作品為核心，透過她鮮豔大膽的色彩與自然圖案的融合，為櫻花季增添一抹國際藝術風采。而整體光影視覺設計，邀請到多次入圍金鐘金馬、最美台劇《茶金》美術指導賴勇坤總監親自操刀，將天元宮主場區打造成濃厚日式懷舊氛圍，滿載時代感的復古場景，成為新年打卡的絕佳去處。展期｜1月22日（週三）至 2月2日（週日）地點｜淡水天元宮櫻の散策小旅行場次安排：4場限定（2場天元宮夜櫻之旅、2場日間滬尾櫻花大道遊程）每場名額：20人報名開放時間：1月22日中午12點&#128073;報名連結,(02)29603456,,新北市,淡水區,無極天元宮,382000000A,新北市政府觀光旅遊局,2025/1/24 下午 02:48:24
Event_382000000A_003144,Event,Zh_tw,2025蛇來運轉迎新春｜國定古蹟林本源園邸,1/19(日) ｜筆走螣雲&amp;middot;新春揮毫 14:00-16:00工於書法的林園志工老師們現場揮毫，為大家帶來蛇年春聯（限量100份），恭賀新囍！1/30(四)初二｜金螣舞春&amp;middot;開園報喜 10:00-12:00戲獅子、戰鼓、財神跳加官迎新年，宋坤傳藝 Song Kun Performing Art Group 方韻晴老師領銜演出，帶來滿滿喜氣！｜魅力如蛇&amp;middot;吉他演唱 14:30-16:30現場 Live 音樂， 葉祖廷 Leo悠揚歌聲陪你過新年！1/31(五)初三｜靈蛇出洞&amp;middot;變幻莫測 10:00-11:00 / 15:00-16:00阿樂好帥 - 魔術x氣球  Magician ALe出神入化魔術氣球表演，帶來歡笑滿園飛。2/1(六)初四｜神采飛揚&amp;middot;歡樂氣球 10:00-11:00看著 氣球師Alan 施又仁巧手雜耍，帶來滿滿歡樂賀新年。｜賀歲音樂會&amp;middot;樂迎新星 14:30-15:30葉彥伯、林彥行、陳蔚儀三位樂壇新星，笛、二胡、揚琴三重奏，共享美好時光！2/2(日)初五｜蛇來運轉版印&amp;middot;手作體驗 10:00-12:00版畫大師王振泰精心設計林園來青迎新春版印，帶你現場上墨印刷（限額100名，每人150元，現場報名）。｜易經流年行大運 14:00-16:00專研易經的林園志工老師解讀個人2025整體運勢，為你剖析帶來什麼樣的挑戰與機遇！2/9(日)｜蛇乎其技&amp;middot;捏麵人體驗 10:00-12:00 / 14:00-16:00捏麵達人陳秀&#140845;老師，帶領民眾捏塑屬於你的可愛吉蛇，名額有限，預計2/3開放線上報名（限量20名/場，每人200元）,(02)29603456,,新北市,板橋區,國定古蹟林本源園邸 - 板橋林家花園,382000000A,新北市政府觀光旅遊局,2025/1/24 上午 07:09:23
Event_382000000A_003145,Event,Zh_tw,感動蛇｜陶博聯展,2025年適逢蛇年，新北市鶯歌陶瓷博物館與學學文化創意基金會合作推出「感動蛇－陶博聯展」，由藝術家莊普創作「感動蛇」素坯，靈感源自傳說中排灣族祖先「百步蛇」，造型以四角柱為上段蛇身，梯形柱為蛇頭，傳達百步蛇的智慧與靈動，而蛇身中段以狀似圍巾纏繞的趣味，連結圓柱狀的下段蛇身，象徵蛇既柔軟又祥瑞，展現生肖順位第六的「巳蛇」，擁有不斷蛻變及生命循環的力量。本次展出新北、臺北、桃園、新竹、花蓮、宜蘭、金門等31間國中小學生創作的753件「感動蛇」陶瓷彩繪作品，學生們透過社區踏查，採集家鄉5個具在地性、文化性及獨特性的色彩，以陶瓷彩繪創作呈現家鄉的特色與美好，每件「感動蛇」彩繪作品都是在地文化的最佳代言者。今年首度邀請5位國際及臺灣的跨界創作者以印象中的臺灣色彩繪製「感動蛇」。排灣族藝術家伊誕‧巴瓦瓦隆(Etan Pavavalung)、視覺設計師磊勒丹‧巴瓦瓦隆(Reretan Pavavaljung)、音樂創作者達卡鬧(Dakanow)不約而同都以部落、陶壺、山巒等排灣族元素為發想創作；陶博館駐村藝術家－「2024臺灣國際陶藝雙年展」首獎得主佐藤雅之(Sato Masayuki)及銀獎得主黃婧，則是呈現出臺灣的各式建築、街景、美食、文化印象。透過藝術家的「感動蛇」創作，看見臺灣不同的色彩樣貌。 展覽時間︱2025/1/17(五)-2025/3/23(日)展覽地點︱1樓陽光特展室,(02)29603456,,新北市,鶯歌區,鶯歌陶瓷博物館,382000000A,新北市政府觀光旅遊局,2025/1/24 上午 07:20:24
Event_382000000A_003146,Event,Zh_tw,金蛇陶喜｜2025陶博館春節活動,◆泥寶迎春紅包袋時間：1/16(四)至1/27(一)開館時間地點：服務臺內容：按讚或追蹤鶯歌陶瓷博物館任一社群粉絲至服務臺贈1份泥寶燙金紅包袋，每日限量30份，送完為止。◆「蛇」采奕奕迎新年時間：1/22(三)至1/27(一)開館時間地點：服務臺內容：在任一社群平臺tag陶博館並寫下「我在@鶯歌陶瓷博物館 送大龍迎小龍，蛇采奕奕迎新年」，即可於本館服務臺兌換「2025新北文化走春 ─ 金蛇出動」貼紙1份，每日限量35份，送完為止。◆蛇年爬爬走&amp;middot;文化走春趣時間：初二至初五1/30(四)-2/2(日)地點：服務臺內容：一、拿著金蛇拍照手拿板在社群平臺上發佈動動特效，或出示當日在博物館內消費發票/收據一張（不含門票），以上條件二擇一即可於服務臺兌換彩虹蛇蛇包1份，每日限量50個，送完為止。二、在任一社群平臺tag陶博館並寫下「我在@鶯歌陶瓷博物館 許下新年願望」，可兌換新北博徽章，每日限量25個，送完為止。◆初二入館禮時間：1/30(四)上午9：30地點：陶博館大廳內容：初二開館前88位入館民眾將收到迎春禮「圓圓滿滿小杯」，祝福大家圓滿過好年！※本館正門口排隊免費索取，每人限索取1份，送完為止。◆迎春表演時間：1/31(五)、2/2(日)下午15：00-15：30內容：1/31 第1場 周子益Jerry Chou雜耍表演，地點：陶藝舞臺2/2 第2場 搏逗兄弟喜劇秀，地點：陶藝舞臺◆開春兒童劇場時間：2/1(六)下午13:00-14:50、15:00-16:30地點：國際演講廳內容：播映臺灣原創動畫《幸福路上》及《小貓巴克里》。◆體驗工作坊(線上報名制)一、剪紙小精靈時間：1/31(五)11:00-12:00、14:00-15:00地點：兒童體驗室內容：葫蘆剪工作室鐘雲珍老師教學體驗製作福蝶剪紙，開放4-12歲小朋友，須1位家長陪同。課程費用50元，每場限20個名額。&#128073;報名連結二、小小功夫達人(已額滿)時間：2/1(六)11:00-12:00地點：陶藝舞臺內容：韓門武集功夫學苑帶領小朋友體驗好玩帥氣的武術課程，開放4-10歲小朋友，可1位家長陪同。課程費用19...,(02)29603456,,新北市,鶯歌區,新北市立鶯歌陶瓷博物館,382000000A,新北市政府觀光旅遊局,2025/1/24 上午 07:35:50
Event_382000000A_003147,Event,Zh_tw,一村有年味｜2025百人搖元宵,現包、現煮、現品嚐熱騰騰的元宵，還能帶回一盒親手搖製的元宵，讓團圓的美味延續到家中。◼︎地點：空軍三重一村◼︎時間：2025/2/2(日) 14:00 - 16:00◼︎採線上報名，填寫姓名、聯絡方式與人數。◼︎名額有限，每桌 10 人，總共 12 桌，額滿為止。&#128073;報名連結(已額滿),(02)29603456,,新北市,三重區,空軍三重一村廣場,382000000A,新北市政府觀光旅遊局,2025/1/24 上午 07:47:05
Event_382000000A_003148,Event,Zh_tw,2025新北櫻花季｜石碇賞櫻趣,二格櫻花步道賞櫻健行、生態導覽及二格公園廣場歡唱共賞。┃開幕式：114年2月8日上午9：30二格公園廣場┃闖關健行：114年2月8日上午8：00至下午1:00止，二格公園廣場及二格櫻花步道，採現場報名。┃生態導覽：114年2月8日上午9：30二格公園廣場及二格櫻花步道導覽，採網路報名，「預計於114年1月21日（二）中午12:00開放報名」共計4場次，每場次20人，總計80個名額，名額有限，行動要快喔! 當天若有人未報到，開放現場後補，額滿為止。 &#128073;報名連結┃歡唱共賞：114年2月8日上午10：00分至下午12:30於二格公園廣場，採現場報名。,(02)29603456,,新北市,石碇區,二格公園,382000000A,新北市政府觀光旅遊局,2025/1/24 上午 08:03:17
Event_382000000A_003149,Event,Zh_tw,2025新北黑白切大賽,新北版黑白大廚來了！新北以每日豬肉需求占比為全台居冠，做為全台最懂吃豬的縣市，當然要來號召新北各地最強豬料理達人們，一同展現精湛廚藝。因此新北市政府市場處舉辦「2025新北黑白切大賽」，徵求新北市內的市場攤商、商圈店家、攤集場等老闆們一起來報名參賽，爭奪新北黑白盤的榮耀，總獎金合計高達30萬元。報名時間｜即日起至114年2月7日（五）止。&#128073;報名資訊與簡章&#128073;報名表單 【比賽期程】人氣票選(暫定)：114年2月10日(一)-3月6日(四)專家初評(暫定)：114年2月10日(一)-3月6日(四)TOP 10名單公布(暫定)：114年3月7日(五)新北黑白評鑑團(暫定)：114年3月17日(一)全豬宴市集&amp;頒獎典禮(暫定)：114年3月22日(六)-23日(日),(02)29603456,,新北市,萬里區,,382000000A,新北市政府觀光旅遊局,2025/1/24 上午 08:19:38
Event_382000000A_003158,Event,Zh_tw,2025 萬金杜鵑花展｜一起出花,本市萬金地區為全臺最大的杜鵑花苗產地，產值逾1億元，114年除將萬里瑪鋉溪沿岸打造成杜鵑賞花景點外，也擴大展區至金山中山溫泉公園，以萬里及金山雙主場型式辦理，現場不僅有藝術家們與花農以在地杜鵑創作花藝作品，更於金山中山溫泉公園結合杜鵑景觀園藝競賽，推廣萬金杜鵑品牌及展現杜鵑之美，增加在地觀光收益。【2025 萬金杜鵑花展｜一起出花】展期｜114/2/27（四) - 114/3/30（日）地點｜金山中山溫泉公園 / 萬里觀光公園 / 瑪鋉運動公園,(02)29603456,,新北市,萬里區,金山中山溫泉公園 / 萬里觀光公園 / 瑪鋉運動公園,382000000A,新北市政府觀光旅遊局,2025/2/11 上午 07:25:29
Event_382000000A_003159,Event,Zh_tw,2025新北市宗教文化節｜野柳神明淨港文化祭活動,&lt;!--br {  mso-data-placement:same-cell;  }  --&gt;野柳神明淨港是萬里漁民祈求出入平安、漁獲滿艙的重要祈福儀式，是新北市少數登錄為民俗類無形文化資產，也是元宵節與「北天燈、南蜂炮」齊名的節慶活動。其中，淨海巡洋、漁獲滿艙、神明淨港、神明過火四大活動是全臺獨有的百年傳統宗教儀式，主祀開漳聖王的保安宮更是當地漁民重要精神寄託。｜百人淨港｜活動時間：114年2月12日（星期三）晚上7-10時報到時間：08:00（請​於9:00前完成報到手續，為保持當天活動順暢，又因潮汐與安全問題，參加跳水人員請準時報到）報到地點：萬里區漁會前 （新北巿萬里區港西路56之1號/過保安宮後50公尺右轉）&#128073;報名連結,(02)29603456,,新北市,萬里區,野柳保安宮前廣場,382000000A,新北市政府觀光旅遊局,2025/2/8 上午 07:04:55
Event_382000000A_003160,Event,Zh_tw,2025新北市樹林之美新春嘉年華燈會,｜燈會布置展出把樹林火車站後站廣場打造成滿滿氛圍感的燈會現場，讓你一出站就彷彿進入光影世界，節慶氣氛從春節前一路陪你到元宵節活動日期：即日起至02/16(日)活動地點：新北市樹林區後站廣場｜嘟嘟小火車體驗爸爸媽媽快筆記！讓小朋友們放電的好機會在這裡！只要帶著家中(114年1、2月)的發票兩張就可以免費搭乘嘟嘟小火車一次活動日期：02/06(四)-02/16(日)活動地點：新北市樹林區後站廣場,(02)29603456,,新北市,樹林區,樹林車站,382000000A,新北市政府觀光旅遊局,2025/2/8 上午 07:18:19
Event_382000000A_003161,Event,Zh_tw,「LOVE中．樂府中」府中雙城情人節系列活動｜府中戀舞宮 ,「LOVE中．樂府中」府中雙城情人節系列活動活動名稱：府中戀舞宮 Fuzhong Dancing Palace活動日期/時間：2025/2/15-16/16:00 - 21:00活動地點：府中廣場(府中捷運站2號出口)活動免費入場(免報名)，Silent Disco加購參與&#128073;活動詳情*未滿18歲禁止飲酒，請勿酒駕,(02)29603456,,新北市,板橋區,府中廣場,382000000A,新北市政府觀光旅遊局,2025/2/8 上午 07:32:08
Event_382000000A_003163,Event,Zh_tw,遷年流遇—新北客家山河紀,新北流域特展「遷年流遇&amp;mdash;山河記」邀請您一同在新北客家園區，見證新北客家的起源與遷徙之辛，多個浪漫詩意的工藝家作品，緩緩傾訴出這段浪漫的過去。【展覽資訊】日期｜2025年1月1日至2025年6月29日地點｜新北市客家文化園區 1F藝靚坊、2F巧之藝廊（新北市三峽區隆恩街239號）開園時間｜週一至週日9:00-17:00（每月第一週星期一休館）免費入場 附設停車場,(02)29603456,,新北市,三峽區,新北市客家文化園區,382000000A,新北市政府觀光旅遊局,2025/2/8 上午 08:28:45
Event_382000000A_003164,Event,Zh_tw,「漫遊．藝宇宙」新北市國際藝術村成果展,本展覽以新北市國際藝術村現行駐村8組（共9人）藝術家之創作領域為規劃基礎，劃分為8類藝術展區，透過駐村藝術家多元視角，記錄一年來各自在淡水駐村的創作體驗，展示其藝術創作的實踐成果。【展覽期程】 113年11月18日至114年2月12日。【開放時間】 平日11時至17時，假日11時至18時。【展覽地點】 滬水一方藝文空間5樓（地址：新北市淡水區觀海路91號）。【活動費用】 免費參觀。,(02)29603456,,新北市,淡水區,淡水區觀海路91號(滬水一方藝文空間5樓),382000000A,新北市政府觀光旅遊局,2025/2/8 上午 08:36:55
Event_382000000A_003186,Event,Zh_tw,2025北海岸傳奇媽祖文化祭,金包里慈護宮每年於農曆4月16日舉辦遶境儀式慶典，是北臺灣媽祖信仰文化重大盛事，也是我國唯一退潮繞境慶典，今年金包里慈護宮邀集友宮神尊同行隨媽祖神轎回野柳海蝕洞，除表達祝賀，也展現「眾神同行護臺灣」之意念。,(02)29603456,,新北市,金山區,金包里街16號,382000000A,新北市政府觀光旅遊局,2025/2/14 上午 03:48:51
Event_382000000A_003187,Event,Zh_tw,不可回收的時尚｜高蓮秀陶藝展,陶藝是文化、藝術與科學的完美結合。陶土具有豐富的可塑性，作者藉由模擬寫實與土質的掌控，搭配半無光的釉色，仿造出皮革的質感，表現當代生活中的時尚，作為陶藝多元的呈現方式，展現生活藝術化的境界。皮革這種產品其實對環境並不友善，是不可回收的。藉由模擬寫真用過或廢棄的皮製品，提醒觀者思考解決地球資源透支的問題。透過「減法生活」，鼓勵每一個人省思自身的物質欲望，選擇讓環境自由、心靈自在的生活方式。人類藉由考古的陶瓷碎片拼湊出時間長河中的生活物件以及情感。以陶記錄當代人的生活軌跡，做為時間的印證。 展覽時間:2025.01/24(五)~02/23(日)開幕活動:01/25(六)14:00展覽地點:B1陶藝長廊,(02)29603456,,新北市,鶯歌區,文化路200號(新北市立鶯歌陶瓷博物館 B1陶藝長廊),382000000A,新北市政府觀光旅遊局,2025/2/14 上午 03:59:03
Event_382000000A_003188,Event,Zh_tw,114年新北市天穿日活動｜客式綠生活,天穿日，相傳為女媧娘娘煉石補天的日子，傳說中只要在這個日子耕種的成果都會歸零，因此這一天客家人會停下忙碌的腳步，停止農忙與織布、好好休息，一起唱著山歌度過悠閒的一天，更象徵著與自然、生活的和諧共存。演化到現代，則安排傳統八音及祭天儀式，以作為紀念！今年天穿日以環保、永續及沉浸式療癒客家文化手作為主軸，一起感受傳統與土地的美好對話！活動日期｜114年2月16日~2月17日活動地點｜新北市客家文化園區（新北市三峽區隆恩街239號）▎客式生活療癒手作&#128073;報名連結五色客家菜包DIY 環保彩漾玻璃提燈DIY纏花壁貼體驗  ▎現場報名：好客Chill綠生活市集2/16 (日) 10:00~18:00速寫人像體驗 2/16(日) 13:30煉石補天闖關任務2/16(日) 11:00~16:00 現場報名2/17(一) 11:00~15:00 現場報名松果娃娃療癒體驗 2/16(日) 13:00、15:00兩場次各10組,(02)29603456,,新北市,三峽區,隆恩街239號(新北市客家文化園區),382000000A,新北市政府觀光旅遊局,2025/2/14 上午 04:12:32
Event_382000000A_003189,Event,Zh_tw,《時代印記：老街與烏來橋影像展》,《時代印記：老街與烏來橋影像展》精選20幅館藏珍貴影像，而這些照片源自已故文史工作者高茂源先生的慷慨捐贈。本次展覽邀請觀眾共同踏上這段歷史與記憶的旅程，以輕快的腳步穿越觀光大橋，向覽勝橋方向望去，遠眺烏來老街的脈動，再至黑橋，與螢火蟲的光點一同閃耀，呈現出生動的自然畫卷。展覽期間｜2025.02.14 - 07.31展覽地點｜烏來泰雅民族博物館 1 樓特展區,(02)29603456,,新北市,烏來區,烏來街12號(新北市烏來泰雅民族博物館 1樓),382000000A,新北市政府觀光旅遊局,2025/2/14 上午 04:21:52
Event_382000000A_003190,Event,Zh_tw,稅關新人下班生存指南｜淡水稅關五十會特展,市定古蹟淡水海關碼頭的河岸邊，120多年前曾經熱鬧無比，除了來自遠洋的輪船，更不時舉辦精采絕倫的水上競賽&amp;hellip;&amp;hellip;1895年日本接收大清國的海關──淡水關，在原官廳處設立淡水稅關，管理臺灣北部的進出口貿易。1900年，稅關員們在下班閒暇之餘，共同組織「淡水稅關五十會」，一個兼具進修與娛樂性質的社團，來促進彼此間的社交互動。 1905年，《五十會》雜誌發刊，詳細記載了五十會各月的聚會、競賽、遊樂。2025年恰逢《五十會》雜誌發刊120周年，期待透過本次特展，分享120年前稅關員的生活故事，認識他們的休閒娛樂，以及他們所記錄下來的淡水大小事。 展覽期間：2024/12/14起，每日9:30~19:30，休館資訊。展覽地點：淡水海關碼頭園區倉庫（新北市淡水區中正路259號）,(02)29603456,,新北市,淡水區,中正路259號(淡水海關碼頭園區倉庫),382000000A,新北市政府觀光旅遊局,2025/2/14 上午 04:35:05
Event_382000000A_003196,Event,Zh_tw,2025世界棒球經典賽資格賽｜直播派對,【挑戰世壯運 &amp;bull; 擊出全壘打！】直播地點｜新北市民廣場直播場次｜2/21(五) 19:00 VS 西班牙2/22(六) 19:00 VS 南非2/23(日) 19:00 VS 尼加拉瓜,(02)29603456,,新北市,板橋區,新北市政府市民廣場,382000000A,新北市政府觀光旅遊局,2025/2/21 上午 06:57:21
Event_382000000A_003197,Event,Zh_tw,〈偶書計畫——蜈蚣陣〉協作版工作坊,本次工作坊以藝術家張徐展的「偶書計畫」做延伸，將探查與收集城市裡常見的五金材料與生活用品，透過不同材料的特性與元素，組合、拼接，重新詮釋古老傳說的動物神靈的象徵形體，並以紙偶做對照，探索不同時空、區域、材料與信仰文化之間的流動與變化，古老傳說形象在當代社會與不同社群裡的可能模樣。本次工作坊以藝術家張徐展的「偶書計畫」做延伸，將探查與收集城市裡常見的五金材料與生活用品，透過不同材料的特性與元素，組合、拼接，重新詮釋古老傳說的動物神靈的象徵形體，並以紙偶做對照，探索不同時空、區域、材料與信仰文化之間的流動與變化，古老傳說形象在當代社會與不同社群裡的可能模樣。本次共創作品亦為〈偶書計畫──蜈蚣陣（參與式協作版）〉之作品協作，將於「基進城市」美術館展場內共同展出。｜日期｜2025/3/15、3/22、3/23，10:00&amp;ndash;16:00，需三場全程參加｜對象｜高中生（含）以上，具有手作與簡易雕塑經驗、藝術創作背景者優先參與。&#128073;報名連結,(02)29603456,,新北市,鶯歌區,新北市美術館,382000000A,新北市政府觀光旅遊局,2025/2/21 上午 07:01:21
Event_382000000A_003198,Event,Zh_tw,2025茶山繚療,為讓大眾更加瞭解坪林豐饒的茶山文化，結合了山林療癒、茶產業文化、低碳旅遊體驗等，以「茶山繚療」為名，打開一座療癒自我的時空通道，以坪林茶業博物館為基地，串聯在地團隊、商家及茶職人，舉辦以市集、療癒展演、講座、工作坊、輔導在地店家等活動。邀君前來聽幾席茶言，把熱茶言歡，鬆弛生活疲累，洗滌忙碌庸擾的心靈染塵，注入「溫潤清心」能量﹔活動日並設置讓人重拾童心狂野的「手作茶山遊戲場」，一起來場跨界設計親子歡遊體驗。回程，記得再順道打包金瓜寮溪，也可依造電子地圖路線，從坪林循古道遊賞至石碇、新店，沿途採集山中大景，大口呼吸負離子，盡情享受綠色山林療癒！- 日期：3 / 15 (六)⎯3 / 16 (日)- 時間：11：00 - 17：00- 地點：新北市坪林茶業博物館,(02)29603456,,新北市,坪林區,水德里水聳淒坑19-1號(新北市坪林茶業博物館),382000000A,新北市政府觀光旅遊局,2025/3/12 上午 09:04:41
